vid,actor_action_label,start_time,end_time,height,width,num_frames,num_labeled_frames,split_no,split,fids
DW2GT9cexFI,34,00:01:13,00:01:15,320,568,61,3,0,train,00010;;;00020;;;00030
DWVM-m9veLo,28,00:00:03,00:00:09,320,426,90,3,0,train,00015;;;00030;;;00045
DXJtvHVWmL4,21,00:00:24,00:00:30,320,568,180,3,0,train,00030;;;00060;;;00090
DXVawT9i3wA,46,00:00:04,00:00:07,320,426,90,3,0,train,00015;;;00030;;;00045
DYAQoOxuskg,35,00:01:00,00:01:08,320,480,241,3,0,train,00040;;;00080;;;00120
DYYce-c5QlA,16,00:00:45,00:00:48,320,426,91,3,0,train,00015;;;00030;;;00045
DZZ1fHU9sec,63,00:01:38,00:01:43,320,426,150,3,0,train,00025;;;00050;;;00075
Daesvdea9VE,54,00:35:28,00:35:35,320,516,210,3,0,train,00035;;;00070;;;00105
DayHrhoSJZc,78,00:03:04,00:03:07,320,426,90,3,0,train,00015;;;00030;;;00045
DbOR_AtnsYI,75,00:00:03,00:00:06,320,426,45,3,0,train,00007;;;00014;;;00021
Dbo3eoNN5tc,48,00:03:24,00:03:28,320,568,100,3,0,train,00016;;;00032;;;00048
Dc8iHnC0G6I,45,00:00:00,00:00:08,320,400,201,3,0,train,00033;;;00066;;;00099
Dex8E7qAN0s,16,00:00:54,00:00:57,320,568,90,3,0,train,00015;;;00030;;;00045
DfLQmvp7-rY,56,00:00:04,00:00:08,320,568,120,3,0,train,00020;;;00040;;;00060
Dg5iCHrBYTk,43,00:00:00,00:00:08,320,568,241,3,0,train,00040;;;00080;;;00120
DhqjBH3BPdU,46,00:00:17,00:00:21,320,480,120,3,0,train,00020;;;00040;;;00060
Di7G4nbpyDg,35,00:00:43,00:00:47,320,568,100,3,0,train,00016;;;00032;;;00048
DjLf4yPVAfo,73,00:00:37,00:00:42,320,568,150,3,0,train,00025;;;00050;;;00075
DjS59s_ZZ4E,55,00:00:09,00:00:12,320,568,90,3,0,train,00015;;;00030;;;00045
DkkKlhBm2ko,22,00:00:26,00:00:29,320,568,91,3,0,train,00015;;;00030;;;00045
DmH_YHKCfcc,17,00:00:03,00:00:07,320,568,120,3,0,train,00020;;;00040;;;00060
DpGTmxvRYpk,34,00:01:23,00:01:28,320,568,150,3,0,train,00025;;;00050;;;00075
DqFpx3mE9fQ,48,00:00:08,00:00:12,320,568,100,3,0,train,00016;;;00032;;;00048
DqTJ1_C1tYc,15,00:00:46,00:00:50,320,568,96,3,0,train,00016;;;00032;;;00048
DrK2A4zVqs0,16,00:00:04,00:00:07,320,400,75,3,0,train,00012;;;00024;;;00036
Dt2H77DEoXs,56,00:00:02,00:00:05,320,568,90,3,0,train,00015;;;00030;;;00045
Dup15rVd2eU,35,00:00:02,00:00:05,320,426,90,3,0,train,00015;;;00030;;;00045
DxuELS_zHm4,72,00:00:00,00:00:06,320,426,90,3,0,train,00015;;;00030;;;00045
Dy9Amm6SioY,73,00:00:16,00:00:22,320,568,150,3,0,train,00025;;;00050;;;00075
Dz9IiWP-cyQ,45,00:00:06,00:00:11,320,568,125,3,0,train,00020;;;00040;;;00060
E-sInEJNZTA,12,00:00:00,00:00:08,320,568,241,3,0,train,00040;;;00080;;;00120
E1jncMN1kFg,21,00:00:40,00:00:43,320,426,90,3,0,train,00015;;;00030;;;00045
E4aSYSIcNi4,72,00:00:00,00:00:08,320,426,152,3,0,train,00025;;;00050;;;00075
E6vE_32jjOY,61,00:00:34,00:00:38,320,436,99,5,0,train,00016;;;00032;;;00048;;;00064;;;00080
E8rU-bLYM7Y,43,00:00:03,00:00:05,320,568,60,3,0,train,00010;;;00020;;;00030
E8zMBi2saJ8,57,00:00:42,00:00:46,320,426,121,3,0,train,00020;;;00040;;;00060
EB1Qj5nAFQo,26,00:01:21,00:01:24,320,568,90,3,0,train,00015;;;00030;;;00045
EBX6NhE-3vs,45,00:00:02,00:00:05,320,480,45,3,0,train,00007;;;00014;;;00021
EBrCNHPe-9c,65,00:00:03,00:00:06,320,426,90,3,0,train,00015;;;00030;;;00045
ECBhEQSdOcI,55,00:00:09,00:00:17,320,426,240,3,0,train,00040;;;00080;;;00120
ECptHtHDMQA,17,00:00:02,00:00:05,320,426,90,3,0,train,00015;;;00030;;;00045
EDsjsHyoXMk,55,00:01:24,00:01:32,320,434,240,3,0,train,00040;;;00080;;;00120
EFgXIYywcU4,61,00:00:42,00:00:48,320,568,181,3,0,train,00030;;;00060;;;00090
EGDW7n2aQnU,63,00:00:40,00:00:45,320,426,75,3,0,train,00012;;;00024;;;00036
EGNDIxcjMO0,67,00:00:36,00:00:40,320,426,120,3,0,train,00020;;;00040;;;00060
EGv45MzlFPw,28,00:00:02,00:00:05,320,426,90,3,0,train,00015;;;00030;;;00045
EHV4b6Y_Kl4,45,00:00:08,00:00:15,320,426,210,3,0,train,00035;;;00070;;;00105
EKcluHlg27M,18,00:00:13,00:00:18,320,426,151,3,0,train,00025;;;00050;;;00075
ELEb2IoCMec,78,00:13:00,00:13:06,320,568,150,3,0,train,00025;;;00050;;;00075
EMzB4OI5Rfo,55,00:00:07,00:00:15,320,480,240,3,0,train,00040;;;00080;;;00120
EO-piHC5CoA,36,00:01:15,00:01:18,320,426,45,3,0,train,00007;;;00014;;;00021
EOIsJE8wzTw,28,00:00:12,00:00:15,320,426,91,3,0,train,00015;;;00030;;;00045
EOLlB-5pGno,21,00:00:00,00:00:08,320,480,241,3,0,train,00040;;;00080;;;00120
EQ6Occ_JppU,12,00:00:49,00:00:52,320,568,90,3,0,train,00015;;;00030;;;00045
ES34wG2zOHI,36,00:00:01,00:00:04,320,426,53,3,0,train,00008;;;00016;;;00024
ESM3495FiZM,68,00:02:40,00:02:46,320,568,180,3,0,train,00030;;;00060;;;00090
ETCzg_toTeU,21,00:00:00,00:00:06,320,568,181,3,0,train,00030;;;00060;;;00090
EV_P0bagmxk,76,00:00:18,00:00:23,320,426,150,3,0,train,00025;;;00050;;;00075
EXPOfStElLA,34,00:00:22,00:00:24,320,426,60,3,0,train,00010;;;00020;;;00030
EXXZZcy4xYo,68,00:00:46,00:00:50,320,568,120,3,0,train,00020;;;00040;;;00060
EZ5e_m-TYk8,77,00:00:21,00:00:29,320,426,240,3,0,train,00040;;;00080;;;00120
EZA506VkA_0,56,00:00:14,00:00:18,320,426,80,3,0,train,00013;;;00026;;;00039
EcaXVl4ThQ8,77,00:00:13,00:00:18,320,568,151,3,0,train,00025;;;00050;;;00075
EdgtwnlExrw,56,00:00:06,00:00:11,320,426,125,3,0,train,00020;;;00040;;;00060
Eg6obDE4juY,41,00:00:21,00:00:29,320,426,240,3,0,train,00040;;;00080;;;00120
EhDtl8Ed-pI,35,00:00:30,00:00:38,320,426,241,3,0,train,00040;;;00080;;;00120
EiWDjmF4apE,43,00:00:13,00:00:18,320,568,151,3,0,train,00025;;;00050;;;00075
Ejr9KBQzQPM,13,00:00:39,00:00:45,320,426,180,5,0,train,00030;;;00060;;;00090;;;00120;;;00150
EmHoiqs3cLo,48,00:00:19,00:00:22,320,436,72,3,0,train,00012;;;00024;;;00036
Es4mgwvvAy8,63,00:00:05,00:00:11,320,568,171,3,0,train,00028;;;00056;;;00084
EtYJtvJH7cM,41,00:00:00,00:00:08,320,426,241,3,0,train,00040;;;00080;;;00120
EtbKgW4b3K8,48,00:00:20,00:00:26,320,568,180,3,0,train,00030;;;00060;;;00090
EvoagbjUArQ,34,00:00:14,00:00:18,320,426,121,3,0,train,00020;;;00040;;;00060
Ex7rY4JKsVo,36,00:01:19,00:01:24,320,436,150,3,0,train,00025;;;00050;;;00075
EySl6bC6E4E,18,00:02:44,00:02:52,320,568,241,3,0,train,00040;;;00080;;;00120
EymTVMtZSZc,34,00:00:06,00:00:13,320,426,210,3,0,train,00035;;;00070;;;00105
EzO-Qo_CeoA,72,00:00:14,00:00:18,320,426,24,3,0,train,00004;;;00008;;;00012
EzXkvol_K2g,34,00:00:39,00:00:42,320,568,90,3,0,train,00015;;;00030;;;00045
Ezx5qeo3tVw,67,00:00:11,00:00:14,320,426,45,3,0,train,00007;;;00014;;;00021
F12D4zPcUEA,68,00:01:48,00:01:54,320,568,180,5,0,train,00030;;;00060;;;00090;;;00120;;;00150
F5wcCnrUbvs,77,00:00:36,00:00:39,320,426,90,3,0,train,00015;;;00030;;;00045
F6IV_d503io,35,00:01:07,00:01:11,320,426,96,3,0,train,00016;;;00032;;;00048
F6p8RoNxs84,17,00:00:53,00:00:56,320,568,75,3,0,train,00012;;;00024;;;00036
F8DQGZZzd2Y,46,00:00:03,00:00:06,320,426,90,3,0,train,00015;;;00030;;;00045
FAJkQ3KTGQg,12,00:00:00,00:00:08,320,568,241,3,0,train,00040;;;00080;;;00120
FAzYNSJjrYs,55,00:00:59,00:01:06,320,426,211,3,0,train,00035;;;00070;;;00105
FBim3QeeQZE,35,00:01:58,00:02:00,320,568,61,3,0,train,00010;;;00020;;;00030
FE7FjbMaazI,63,00:00:17,00:00:20,320,426,75,3,0,train,00012;;;00024;;;00036
FEDOdid8_W0,41,00:00:16,00:00:19,320,568,90,3,0,train,00015;;;00030;;;00045
FGD0lmAkJGg,36,00:01:16,00:01:22,320,568,150,3,0,train,00025;;;00050;;;00075
FJpblAanou4,63,00:00:13,00:00:20,320,426,140,3,0,train,00023;;;00046;;;00069
FJrtoyQz8pQ,67,00:00:08,00:00:12,320,426,120,3,0,train,00020;;;00040;;;00060
FNbWXI3GiYU,22,00:00:03,00:00:09,320,426,90,3,0,train,00015;;;00030;;;00045
FSH0Gm7czPU,77,00:00:04,00:00:07,320,568,89,3,0,train,00014;;;00028;;;00042
FTcjzaqL0pE,68,00:00:43,00:00:49,320,568,181,3,0,train,00030;;;00060;;;00090
FXhTdb0W2-k,35,00:00:29,00:00:35,320,480,181,3,0,train,00030;;;00060;;;00090
FbL_pspVU40,18,00:03:05,00:03:13,320,568,240,3,0,train,00040;;;00080;;;00120
FbVBQ6EstIc,35,00:00:30,00:00:33,320,568,91,3,0,train,00015;;;00030;;;00045
FbbaAhQQhDU,22,00:00:07,00:00:14,320,568,210,5,0,train,00035;;;00070;;;00105;;;00140;;;00175
Fbqh4YJan_k,43,00:00:07,00:00:15,320,426,240,3,0,train,00040;;;00080;;;00120
FcDi57QKEW4,75,00:04:37,00:04:45,320,426,240,3,0,train,00040;;;00080;;;00120
FcHXTFfOdc0,63,00:00:37,00:00:41,320,568,120,3,0,train,00020;;;00040;;;00060
Fi4nS2k_svU,36,00:00:21,00:00:27,320,426,180,3,0,train,00030;;;00060;;;00090
FicoGjryzvA,44,00:00:15,00:00:20,320,426,151,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
FlnEDpfblyU,21,00:00:08,00:00:16,320,568,240,3,0,train,00040;;;00080;;;00120
FmnSdasKFVQ,67,00:00:02,00:00:05,320,426,90,3,0,train,00015;;;00030;;;00045
Fmv-SIgOTJ8,68,00:01:13,00:01:16,320,426,91,3,0,train,00015;;;00030;;;00045
FsxzvATQO7s,56,00:00:32,00:00:35,320,568,75,3,0,train,00012;;;00024;;;00036
FxP-V_DQcrA,43,00:00:21,00:00:26,320,568,150,3,0,train,00025;;;00050;;;00075
Fxfq-aXioAc,67,00:00:03,00:00:06,320,426,90,3,0,train,00015;;;00030;;;00045
FxzH_SYgqDk,45,00:00:00,00:00:06,320,480,181,3,0,train,00030;;;00060;;;00090
FyeNU96W_6I,76,00:00:00,00:00:06,320,426,181,3,0,train,00030;;;00060;;;00090
FyzYW5967Dg,26,00:00:07,00:00:15,320,568,240,3,0,train,00040;;;00080;;;00120
Fz_uc5JiZbQ,57,00:00:00,00:00:02,320,568,51,3,0,train,00008;;;00016;;;00024
G0YSBuw3i0g,13,00:00:52,00:01:00,320,568,240,3,0,train,00040;;;00080;;;00120
G2zk_hiMoVk,15,00:00:07,00:00:10,320,426,90,3,0,train,00015;;;00030;;;00045
G3zjFccIUUU,28,00:02:17,00:02:22,320,568,120,3,0,train,00020;;;00040;;;00060
G4nfv2WF5M0,76,00:00:12,00:00:18,320,426,150,3,0,train,00025;;;00050;;;00075
G4sjYvhSBE0,61,00:00:01,00:00:05,320,568,120,3,0,train,00020;;;00040;;;00060
G5I0T9NYu54,75,00:01:17,00:01:20,320,568,90,3,0,train,00015;;;00030;;;00045
G5Nb3elemJE,35,00:00:50,00:00:56,320,426,180,3,0,train,00030;;;00060;;;00090
G6bky8UEug8,16,00:00:25,00:00:29,320,426,100,3,0,train,00016;;;00032;;;00048
G8ll4sjdYmg,57,00:00:19,00:00:23,320,568,100,3,0,train,00016;;;00032;;;00048
G9Od9d-npx8,48,00:00:53,00:01:00,320,568,210,3,0,train,00035;;;00070;;;00105
GCb9-PKs8Gc,44,00:00:17,00:00:25,320,568,192,3,0,train,00032;;;00064;;;00096
GCgmK_J6jLg,43,00:00:43,00:00:48,320,568,125,3,0,train,00020;;;00040;;;00060
GEDVSSjamm0,45,00:00:11,00:00:14,320,568,91,3,0,train,00015;;;00030;;;00045
GEP-KgJkYnw,44,00:00:16,00:00:24,320,426,240,3,0,train,00040;;;00080;;;00120
GEc2wQLYQVk,36,00:00:02,00:00:05,320,568,90,3,0,train,00015;;;00030;;;00045
GFGSucJ2w3U,44,00:06:25,00:06:30,320,568,150,3,0,train,00025;;;00050;;;00075
GHpTePiVIc0,45,00:02:04,00:02:08,320,568,120,3,0,train,00020;;;00040;;;00060
GIPGVq61lTk,76,00:00:20,00:00:23,320,426,90,3,0,train,00015;;;00030;;;00045
GJoCmtiBGRI,61,00:00:00,00:00:08,320,476,241,3,0,train,00040;;;00080;;;00120
GJxqkwTb5LA,43,00:00:30,00:00:35,320,568,151,3,0,train,00025;;;00050;;;00075
GOhC4METbBo,12,00:00:05,00:00:08,320,580,90,3,0,train,00015;;;00030;;;00045
GPyvGjuykSM,56,00:00:05,00:00:09,320,568,120,3,0,train,00020;;;00040;;;00060
GQI68kb9e7U,67,00:00:10,00:00:13,320,426,90,2,0,train,00030;;;00045
GQYbAvuszzQ,15,00:00:01,00:00:06,320,568,150,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
GRiFTTBx17w,67,00:00:05,00:00:08,320,426,45,3,0,train,00007;;;00014;;;00021
GTX7TJJyvFM,67,00:00:02,00:00:05,320,426,45,3,0,train,00007;;;00014;;;00021
GVD0Qd9fLxI,41,00:00:00,00:00:05,320,568,126,5,0,train,00021;;;00042;;;00063;;;00084;;;00105
GWwDOtxf8Go,73,00:00:00,00:00:06,320,426,181,3,0,train,00030;;;00060;;;00090
GX7fs2v19ZY,54,00:00:04,00:00:07,320,426,90,3,0,train,00015;;;00030;;;00045
GZBen0C4JOU,12,00:01:08,00:01:14,320,426,180,5,0,train,00030;;;00060;;;00090;;;00120;;;00150
G_d2QMCW0zg,56,00:00:34,00:00:37,320,568,90,3,0,train,00015;;;00030;;;00045
GaGvZd1laeI,77,00:00:05,00:00:08,320,568,90,3,0,train,00015;;;00030;;;00045
GaUQUBvMzRo,43,00:00:40,00:00:44,320,426,60,3,0,train,00010;;;00020;;;00030
GbjEDJ2bE1w,68,00:00:17,00:00:22,320,426,150,3,0,train,00025;;;00050;;;00075
Gc64cQAbz8U,57,00:00:03,00:00:05,320,426,60,3,0,train,00010;;;00020;;;00030
Gc8PVFQXL68,17,00:00:12,00:00:17,320,532,151,3,0,train,00025;;;00050;;;00075
Gd6IxYMB_g0,65,00:00:01,00:00:04,320,480,90,3,0,train,00015;;;00030;;;00045
Ge1lpefsIjQ,63,00:00:01,00:00:07,320,426,36,3,0,train,00006;;;00012;;;00018
GeGK63LPEUs,57,00:00:14,00:00:19,320,568,126,3,0,train,00021;;;00042;;;00063
GeYmDOzoibk,56,00:00:09,00:00:13,320,426,120,3,0,train,00020;;;00040;;;00060
GhazluWbG2E,65,00:00:05,00:00:10,320,426,150,3,0,train,00025;;;00050;;;00075
Gje2vm6pe7U,65,00:00:05,00:00:13,320,568,192,3,0,train,00032;;;00064;;;00096
GljOmmsscTc,13,00:02:06,00:02:08,320,568,60,3,0,train,00010;;;00020;;;00030
GnZSTkycovg,77,00:00:24,00:00:27,320,426,90,3,0,train,00015;;;00030;;;00045
Go6b8Dp1SRo,44,00:00:22,00:00:26,320,568,120,3,0,train,00020;;;00040;;;00060
GpzTYsif-AQ,12,00:00:01,00:00:07,320,426,180,3,0,train,00030;;;00060;;;00090
Gs_ViAd-Cgg,48,00:00:01,00:00:06,320,568,125,3,0,train,00020;;;00040;;;00060
Gw2BqNilzWk,41,00:00:04,00:00:10,320,568,180,5,0,train,00030;;;00060;;;00090;;;00120;;;00150
GwMmqd07TnE,35,00:00:41,00:00:45,320,568,121,3,0,train,00020;;;00040;;;00060
GxfLe6LEvgI,72,00:00:09,00:00:16,320,426,197,3,0,train,00032;;;00064;;;00096
Gz-ZKY0b_60,41,00:00:12,00:00:19,320,426,211,5,0,train,00035;;;00070;;;00105;;;00140;;;00175
Gz_RjhHRJCw,67,00:00:04,00:00:07,320,426,75,3,0,train,00012;;;00024;;;00036
H2UISW3DAe4,77,00:00:11,00:00:19,320,426,241,3,0,train,00040;;;00080;;;00120
H5U20UJ8Das,11,00:00:56,00:01:02,320,568,150,3,0,train,00025;;;00050;;;00075
H5f125Xw3qM,43,00:00:00,00:00:06,320,568,181,3,0,train,00030;;;00060;;;00090
H5kBccDMYGk,54,00:02:49,00:02:52,320,568,90,3,0,train,00015;;;00030;;;00045
H7yKYHyJzzI,67,00:00:29,00:00:32,320,568,91,3,0,train,00015;;;00030;;;00045
H91Ko4qZDak,21,00:01:13,00:01:21,320,568,241,5,0,train,00040;;;00080;;;00120;;;00160;;;00200
H9LAh0BoLKs,75,00:00:25,00:00:31,320,426,180,5,0,train,00030;;;00060;;;00090;;;00120;;;00150
HACl-X-ls64,73,00:01:38,00:01:43,320,570,125,3,0,train,00020;;;00040;;;00060
HAIns-56tz0,45,00:00:30,00:00:38,320,568,241,3,0,train,00040;;;00080;;;00120
HIP4gc4gFmk,16,00:01:38,00:01:41,320,416,89,3,0,train,00014;;;00028;;;00042
HKJVWivSU1o,45,00:00:17,00:00:20,320,426,90,3,0,train,00015;;;00030;;;00045
HKPVok8lZ_A,11,00:01:14,00:01:20,320,566,145,3,0,train,00024;;;00048;;;00072
HMq1u0uJvvY,21,00:00:24,00:00:32,320,426,240,5,0,train,00040;;;00080;;;00120;;;00160;;;00200
HSovOOjv_l4,73,00:00:11,00:00:15,320,568,121,3,0,train,00020;;;00040;;;00060
HT5imCmhiNc,26,00:00:39,00:00:42,320,426,90,3,0,train,00015;;;00030;;;00045
HTF48777Ut8,41,00:00:11,00:00:19,320,426,122,3,0,train,00020;;;00040;;;00060
HUemh6JnlAs,12,00:00:00,00:00:08,320,568,241,3,0,train,00040;;;00080;;;00120
HVoVo6U4vyI,16,00:00:09,00:00:11,320,426,60,3,0,train,00010;;;00020;;;00030
HXOvj8hoFrk,34,00:00:19,00:00:22,320,426,90,2,0,train,00015;;;00030
H_P_VvKC8Ds,65,00:00:01,00:00:08,320,426,210,3,0,train,00035;;;00070;;;00105
H_mgXHAMDZI,68,00:00:00,00:00:03,320,568,76,3,0,train,00012;;;00024;;;00036
HcIFZXaoRM0,36,00:00:47,00:00:52,320,568,150,3,0,train,00025;;;00050;;;00075
HcKdMlDkLY4,56,00:00:09,00:00:14,320,568,150,3,0,train,00025;;;00050;;;00075
HcWsk_1Pmrs,66,00:02:47,00:02:50,320,426,90,3,0,train,00015;;;00030;;;00045
Heu0t6i5hl0,54,00:01:49,00:01:52,320,426,90,3,0,train,00015;;;00030;;;00045
Hghfe4Kn4BE,72,00:00:12,00:00:15,320,568,91,3,0,train,00015;;;00030;;;00045
Hgn1YcqIJfM,46,00:00:16,00:00:20,320,568,120,3,0,train,00020;;;00040;;;00060
HgqbCq_sxmo,13,00:02:17,00:02:20,320,426,45,3,0,train,00007;;;00014;;;00021
HhkxEBGCkS0,44,00:00:22,00:00:25,320,568,90,5,0,train,00015;;;00030;;;00045;;;00060;;;00075
HjdBI96tqM0,21,00:00:31,00:00:39,320,426,240,3,0,train,00040;;;00080;;;00120
HkeK97FO2EY,35,00:01:07,00:01:16,320,568,270,3,0,train,00045;;;00090;;;00135
HlmH5qjMSIw,17,00:00:00,00:00:04,320,568,101,3,0,train,00016;;;00032;;;00048
Hly0vuXPG-M,75,00:00:01,00:00:06,320,426,75,5,0,train,00012;;;00024;;;00036;;;00048;;;00060
HmeQW9pgU_A,63,00:00:05,00:00:10,320,456,125,3,0,train,00020;;;00040;;;00060
HmlJjskzjuo,35,00:00:40,00:00:48,320,568,240,3,0,train,00040;;;00080;;;00120
HpSPv9nC7Zk,77,00:00:49,00:00:55,320,568,180,3,0,train,00030;;;00060;;;00090
HrX0ohmu1zw,11,00:01:27,00:01:33,320,426,150,3,0,train,00025;;;00050;;;00075
Ht5p58DfAAQ,46,00:00:15,00:00:19,320,426,60,3,0,train,00010;;;00020;;;00030
HtQsaxpHZXQ,61,00:00:00,00:00:05,320,568,50,3,0,train,00008;;;00016;;;00024
Hu6dj3nMeh0,44,00:00:04,00:00:12,320,426,240,3,0,train,00040;;;00080;;;00120
HwZ-OeZfWBg,66,00:00:23,00:00:27,320,532,56,3,0,train,00009;;;00018;;;00027
Hxq4PvJzPDM,35,00:00:41,00:00:45,320,568,100,3,0,train,00016;;;00032;;;00048
HxsNvmFOYp0,76,00:00:04,00:00:08,320,480,120,3,0,train,00020;;;00040;;;00060
HybEER6jfKM,41,00:00:05,00:00:12,320,568,210,3,0,train,00035;;;00070;;;00105
Hzt18V3Uaxc,68,00:00:13,00:00:17,320,568,121,5,0,train,00020;;;00040;;;00060;;;00080;;;00100
HzyTD2uZ8jI,15,00:01:13,00:01:15,320,426,61,3,0,train,00010;;;00020;;;00030
I-_3e7urOMY,78,00:02:29,00:02:36,320,572,168,3,0,train,00028;;;00056;;;00084
I0MlLHTWCro,35,00:00:00,00:00:05,320,568,121,3,0,train,00020;;;00040;;;00060
I0zfxFTYM48,48,00:01:01,00:01:07,320,426,180,3,0,train,00030;;;00060;;;00090
I1t4Phi_wp0,77,00:00:12,00:00:15,320,568,91,3,0,train,00015;;;00030;;;00045
I2JQaAH--Pc,21,00:00:04,00:00:10,320,568,180,3,0,train,00030;;;00060;;;00090
I2zLVhDTOM0,34,00:01:04,00:01:06,320,568,48,3,0,train,00008;;;00016;;;00024
I475X25RznM,34,00:00:00,00:00:03,320,568,91,3,0,train,00015;;;00030;;;00045
I5GbFgk-EPw,44,00:00:00,00:00:05,320,426,151,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
I5TtiYKO9aI,44,00:00:52,00:00:58,320,580,150,3,0,train,00025;;;00050;;;00075
I7IEBm8ZH7s,35,00:00:15,00:00:20,320,426,121,3,0,train,00020;;;00040;;;00060
ICvrQsxxebk,78,00:05:05,00:05:10,320,568,150,3,0,train,00025;;;00050;;;00075
IDkhRWTzpvY,26,00:00:39,00:00:42,320,568,66,3,0,train,00011;;;00022;;;00033
IEk2rRx5pnU,28,00:00:09,00:00:15,320,426,90,5,0,train,00015;;;00030;;;00045;;;00060;;;00075
IF1Nax1WKV4,41,00:00:09,00:00:13,320,568,120,3,0,train,00020;;;00040;;;00060
IGA-UkHT2bM,26,00:00:24,00:00:28,320,568,120,3,0,train,00020;;;00040;;;00060
IJ17Iynidxg,36,00:00:57,00:01:00,320,426,91,2,0,train,00030;;;00045
IJ1MdN_CjMY,68,00:00:37,00:00:41,320,426,120,3,0,train,00020;;;00040;;;00060
ILVffLPMXfk,16,00:00:25,00:00:28,320,430,90,3,0,train,00015;;;00030;;;00045
IO3tK-N-H3o,34,00:00:25,00:00:27,320,568,60,3,0,train,00010;;;00020;;;00030
IRXk3uO1nU4,45,00:00:19,00:00:26,320,568,175,3,0,train,00029;;;00058;;;00087
IRrbHQjE4LQ,34,00:00:15,00:00:17,320,568,49,3,0,train,00008;;;00016;;;00024
IS8FJkIvjFg,61,00:00:29,00:00:33,320,426,105,3,0,train,00017;;;00034;;;00051
ISQIIvpW16U,72,00:00:00,00:00:05,320,568,151,3,0,train,00025;;;00050;;;00075
ITk_WcP-8xg,67,00:00:35,00:00:38,320,426,75,3,0,train,00012;;;00024;;;00036
IXUu6PYTYR0,28,00:00:04,00:00:07,320,568,27,3,0,train,00004;;;00008;;;00012
IbJIor9iMCo,78,00:01:58,00:02:01,320,568,91,3,0,train,00015;;;00030;;;00045
IbmGMeso1q8,16,00:00:02,00:00:07,320,426,150,3,0,train,00025;;;00050;;;00075
IcVvkm3_JpA,44,00:00:03,00:00:11,320,568,240,3,0,train,00040;;;00080;;;00120
IcowgRlM-hE,72,00:01:41,00:01:46,320,568,150,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
IdBqzJpqvdM,36,00:00:51,00:00:53,320,568,60,3,0,train,00010;;;00020;;;00030
IdXJYc4CpXA,57,00:00:12,00:00:13,320,568,31,3,0,train,00005;;;00010;;;00015
Ihrtnekv7Dk,61,00:00:00,00:00:07,320,568,211,3,0,train,00035;;;00070;;;00105
IioHEr9cS-M,44,00:01:05,00:01:13,320,426,240,3,0,train,00040;;;00080;;;00120
IkGA07rRY9Q,56,00:03:41,00:03:44,320,426,75,3,0,train,00012;;;00024;;;00036
IkcpZBuKNVg,57,00:00:50,00:00:58,320,568,240,3,0,train,00040;;;00080;;;00120
IkdFT29tavo,76,00:00:57,00:01:03,320,568,181,3,0,train,00030;;;00060;;;00090
Il1xcPcaJt0,65,00:00:02,00:00:06,320,568,120,3,0,train,00020;;;00040;;;00060
IlZqp4ElL6c,61,00:00:02,00:00:05,320,426,90,3,0,train,00015;;;00030;;;00045
IlyMUOfW6Ko,77,00:02:25,00:02:30,320,568,150,3,0,train,00025;;;00050;;;00075
Im6POzFxe7s,63,00:00:00,00:00:05,320,568,151,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
ImVQMf-RHv8,21,00:00:41,00:00:49,320,568,241,5,0,train,00040;;;00080;;;00120;;;00160;;;00200
InbIKT964iI,15,00:00:18,00:00:21,320,480,90,3,0,train,00015;;;00030;;;00045
IsvGg_a_2MQ,41,00:00:17,00:00:24,320,426,146,3,0,train,00024;;;00048;;;00072
It9RxNhbreY,63,00:00:48,00:00:52,320,568,120,3,0,train,00020;;;00040;;;00060
IuSrK7YvpS4,26,00:00:42,00:00:50,320,426,241,3,0,train,00040;;;00080;;;00120
IuVj1LvOkMc,12,00:00:44,00:00:49,320,568,151,3,0,train,00025;;;00050;;;00075
IujjPGh7M-Q,15,00:00:22,00:00:24,320,568,60,3,0,train,00010;;;00020;;;00030
IvQ7UmztjC0,54,00:00:06,00:00:09,320,426,75,3,0,train,00012;;;00024;;;00036
Ivmxa7XMB2s,55,00:00:02,00:00:10,320,426,102,3,0,train,00017;;;00034;;;00051
IwfketTwYpw,28,00:00:17,00:00:20,320,568,72,3,0,train,00012;;;00024;;;00036
IxYXbTHKaaM,28,00:00:00,00:00:04,320,426,121,3,0,train,00020;;;00040;;;00060
IzWBRDEiILw,43,00:00:31,00:00:39,320,568,240,3,0,train,00040;;;00080;;;00120
J0AGa-GrfWI,34,00:00:02,00:00:05,320,568,90,3,0,train,00015;;;00030;;;00045
J2l8Qv1htUY,78,00:00:28,00:00:31,320,426,45,3,0,train,00007;;;00014;;;00021
J54W7qSm7gk,43,00:00:36,00:00:44,320,568,240,3,0,train,00040;;;00080;;;00120
J5fHfbqgewE,18,00:00:12,00:00:14,320,426,61,3,0,train,00010;;;00020;;;00030
J63s4XUkFhw,68,00:00:05,00:00:12,320,400,210,3,0,train,00035;;;00070;;;00105
J74mt6MVvIc,72,00:00:09,00:00:14,320,568,150,3,0,train,00025;;;00050;;;00075
J7TAx_vu1K8,46,00:00:12,00:00:15,320,532,91,3,0,train,00015;;;00030;;;00045
